EVENT_ID;ORN_ROAD_NET_ELEMENT_ID;FROM_MEASURE;TO_MEASURE;ROUTE_NAME_ENGLISH;ROUTE_NAME_FRENCH;AGENCY_NAME;EFFECTIVE_DATETIME;SYSTEM_DATETIME;OBJECTID
3937851;1500393104;0.000;670.888;Macdonald-Cartier Freeway;;MINISTRY OF TRANSPORTATION;20140326101021;20210731081808;301108
3937855;1500378212;0.000;718.075;Macdonald-Cartier Freeway;;MINISTRY OF TRANSPORTATION;20140326110152;20210731081808;301109
3986488;3986477;0.000;407.916;Red Hill Valley Parkway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20150302093857;20210731081808;301111
4000593;4000588;0.000;1407.523;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110901153244;20210731081808;301112
6008201;1509508586;0.000;2410.438;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302862
6008213;1509425112;0.000;104.754;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302863
6008222;1509431249;0.000;130.817;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302864
6008231;1509466429;0.000;102.721;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302865
6008236;1509457426;0.000;594.422;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302849
6008237;1509469949;0.000;100.279;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302866
6008239;1509498664;0.000;1001.969;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302867
7724213;7724200;0.000;194.053;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103911;20220203152726;302868
4155665;1500733876;0.000;133.534;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131202141238;20220203152726;302869
4155677;1500388229;0.000;311.576;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103837;20220203152726;302870
4155679;1500446932;0.000;199.560;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160226124423;20220203152726;302871
5638253;1500605851;0.000;303.113;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103804;20220203152726;302872
5838842;5838833;0.000;14.830;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131202141029;20220203152726;302873
6008194;1509426730;0.000;133.431;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302874
6008197;1509487533;0.000;100.688;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302875
6008199;1509424364;0.000;104.490;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302876
6008202;1509508824;0.000;2635.509;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302877
6008207;1509427606;0.000;121.991;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302878
6008218;1509489733;0.000;105.899;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302879
6008223;1509433517;0.000;3085.795;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302880
4155674;1500525831;0.000;68.249;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110328152328;20220203152726;302882
4155689;1509511504;0.000;129.752;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131129120730;20220203152726;302883
4162541;1500444634;0.000;9875.255;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201153457;20220203152726;302884
41244;1500444634;0.000;9875.255;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201153457;20220203152726;302850
6008196;1509473400;0.000;1209.989;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302885
41296;1500469560;0.000;1128.664;Falconbridge;;ELECTIONS AND STATISTICS CANADA;20220131144918;20220203152726;302851
6008217;1509426625;0.000;895.821;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302886
6008219;1509489748;0.000;311.873;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302887
6008238;1509492623;0.000;2703.548;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302888
7724197;7724184;0.000;192.624;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103846;20220203152726;302889
7724225;7724222;0.000;15.860;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103804;20220203152726;302890
4155660;1500332012;0.000;90.550;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131202142354;20220203152726;302891
4155664;1500713447;0.000;175.089;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160226124444;20220203152726;302852
4155663;1500677969;0.000;375.708;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110328152327;20220203152726;302892
4155666;1509510819;0.000;263.005;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201102908;20220203152726;302853
4155693;1507553019;0.000;54.187;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131129121048;20220203152726;302854
4155668;1500379588;0.000;101.275;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131129120457;20220203152726;302893
6008208;1509438096;0.000;105.156;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302855
6008210;1509479976;0.000;95.777;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302856
6008229;1509420494;0.000;104.144;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302857
4155675;1500602974;0.000;110.419;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110328152328;20220203152726;302894
4155685;1500675626;0.000;31.055;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121127154544;20220203152726;302895
4155690;1500605851;0.000;303.113;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103804;20220203152726;302896
4155692;1507547871;0.000;31.295;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110328152329;20220203152726;302897
6008205;1509423707;0.000;154.969;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302898
6008211;1509496553;0.000;97.577;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302899
6008214;1509426714;0.000;369.281;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302900
6008224;1509480060;0.000;676.415;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302902
6008225;1509460994;0.000;2734.953;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302903
6008232;1509499384;0.000;88.336;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302904
6008240;1509422369;0.000;2960.309;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20171006161103;20220203152726;302905
7724250;7724237;0.000;14.355;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103837;20220203152726;302906
7724259;7724252;0.000;13.418;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103845;20220203152726;302907
41416;1500362600;0.000;108.439;Falconbridge;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220131145518;20220203152726;302908
4155671;1500570210;0.000;22.248;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110328152327;20220203152726;302909
4155672;1500667555;0.000;197.001;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131129120514;20220203152726;302910
4155678;1500402523;0.000;100.909;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121127153114;20220203152726;302911
4155681;1507553017;0.000;157.640;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131129120606;20220203152726;302912
6008234;1509507897;0.000;1943.863;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114110;20220203152726;302858
4155687;1500704364;0.000;207.738;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121204112542;20220203152726;302913
6008203;1509508069;0.000;961.579;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302914
6008216;1509425984;0.000;3081.737;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302915
7724229;7724222;0.000;15.860;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103804;20220203152726;302917
7724248;7724237;0.000;14.355;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103837;20220203152726;302918
4155662;1500446346;0.000;175.207;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110328152327;20220203152726;302919
4155667;1500346514;0.000;96.968;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121203155659;20220203152726;302920
4155669;1500393935;0.000;166.857;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121203154509;20220203152726;302921
4155670;1500430238;0.000;103.837;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131202140845;20220203152726;302922
4155688;1507547869;0.000;22.127;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121127153126;20220203152726;302859
4155680;1500493840;0.000;321.264;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121127154549;20220203152726;302923
4155683;1500522911;0.000;338.076;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110328152328;20220203152726;302924
6008195;1509466067;0.000;374.627;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302860
4155686;1500585773;0.000;44.962;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20131127121248;20220203152726;302925
6008200;1509463261;0.000;1945.363;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302861
5638249;1500388229;0.000;311.576;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220201103837;20220203152726;302926
6008198;1509508589;0.000;1362.569;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302927
6008204;1509421044;0.000;107.912;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302928
6008206;1509424510;0.000;132.910;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302929
6008209;1509458716;0.000;137.090;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302930
6008215;1509425960;0.000;416.373;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140626114109;20220203152726;302931
6008241;1509439569;0.000;143.056;Oil Heritage Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20171006161054;20220203152726;302933
20160;1500521899;0.000;629.458;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160201105425;20220217115425;302983
20141;1500635943;0.000;316.003;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110428083445;20220217115425;302984
20093;1500514047;0.000;1516.459;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160201105701;20220217115425;302985
16457;1500680748;0.000;196.810;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160201110754;20220217115425;302986
16209;1500628771;0.000;138.436;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160204093420;20220217115425;302987
45731;1500627759;0.000;381.559;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110428083442;20220217115425;302988
28302;1500442374;0.000;151.605;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160204093442;20220217115425;302990
16183;1500624067;0.000;97.992;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110428083443;20220615160425;303763
42684;1508111667;1489.408;0.000;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20111007181629;20220615160425;303764
4161206;1500350886;0.000;32.196;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130507132534;20220615160425;303765
4161320;1500545464;0.000;40.510;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130507132445;20220615160425;303766
5767965;1500350886;0.000;32.196;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130821144304;20220615160425;303767
5767966;1500493297;0.000;263.009;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130821143825;20220615160425;303768
5767969;5618493;0.000;25.377;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130821143825;20220615160425;303769
42334;1500453924;0.000;2426.590;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121107142543;20220615160425;303770
4162285;1508111667;1489.408;0.000;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20111007181629;20220615160425;303772
4158040;1500390487;0.000;36.138;Deer Trail Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110330135223;20220615160425;303773
4162448;1500453924;0.000;2426.590;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121107142543;20220615160425;303774
3316054;1510257428;0.000;931.770;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220223154420;20220309032345;303026
3316063;1510257564;0.000;431.918;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220225094723;20220309032345;303027
3316079;1510282830;0.000;313.576;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220225094724;20220309032345;303028
5632261;1500530777;0.000;1017.954;Bluewater Veterans Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130527111722;20210731081808;299449
5632269;1500718421;0.000;91.109;Bluewater Veterans Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130527111716;20210731081808;299450
5632272;1500397117;0.000;417.826;Bluewater Veterans Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130527111710;20210731081808;299451
5632309;1500661175;0.000;123.388;Bluewater Veterans Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130527111716;20210731081808;299452
5632311;1500571241;0.000;209.511;Bluewater Veterans Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130527111710;20210731081808;299453
5633839;5633836;25.011;0.000;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130528141206;20210731081808;299454
5633842;5633836;25.011;0.000;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130528141206;20210731081808;299455
5638073;1500516849;0.000;802.353;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20150203122955;20210731081808;299456
5638081;1507547288;0.000;420.641;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20150203123224;20210731081808;299457
5638111;1500378400;0.000;186.658;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201029143356;20210731081808;299458
5638136;1500736026;0.000;1134.634;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604144648;20210731081808;299459
5638144;1500466738;0.000;1064.168;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201029153235;20210731081808;299460
5638162;1500736026;0.000;1134.634;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604144725;20210731081808;299461
5638174;1500566266;0.000;1637.592;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604144726;20210731081808;299462
5638178;1500685918;0.000;1278.638;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201103125720;20210731081808;299463
5638198;1500490891;0.000;210.060;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201027111454;20210731081808;299464
5638199;1500571675;0.000;4687.980;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201022181219;20210731081808;299465
5638213;1500646479;0.000;684.570;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201023120257;20210731081808;299466
5638214;1500318209;0.000;2446.394;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201103172200;20210731081808;299467
5638221;1500387465;0.000;356.310;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201027112052;20210731081808;299468
5638239;1500332057;0.000;314.152;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604150620;20210731081808;299469
5638315;1500385991;0.000;228.553;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201020152840;20210731081808;299470
5638320;1500588661;0.000;283.186;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604151057;20210731081808;299471
5638327;7542833;0.000;693.089;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201026155304;20210731081808;299472
5638330;1500360125;0.000;536.634;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604151059;20210731081808;299473
5638354;1500394524;0.000;2182.547;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604151112;20210731081808;299474
5638375;1500616191;0.000;1423.313;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201022182226;20210731081808;299475
5638436;1500472197;0.000;4349.220;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201023130431;20210731081808;299476
5638440;1500573701;0.000;67.181;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604151942;20210731081808;299477
5638442;1500598945;0.000;73.736;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604151942;20210731081808;299478
5638444;1500469595;0.000;173.818;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604151942;20210731081808;299479
5638462;1500563131;0.000;196.088;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604152408;20210731081808;299480
5638494;1500745811;0.000;4072.026;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20200918160733;20210731081808;299482
5638512;1500596789;0.000;19.524;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161229131816;20210731081808;299483
5638516;1500614735;0.000;15.223;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161229100219;20210731081808;299484
5638520;1500505612;0.000;117.056;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161228114112;20210731081808;299485
5638522;1500420360;0.000;192.769;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161229131158;20210731081808;299486
5638524;1500462039;0.000;381.321;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20200917180406;20210731081808;299487
5638541;1500596789;0.000;19.524;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161229131816;20210731081808;299488
5638542;1500644185;0.000;139.583;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161229100305;20210731081808;299489
5638544;1500457803;0.000;205.641;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161229133457;20210731081808;299490
5638550;1500391660;0.000;86.357;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161228140207;20210731081808;299491
5638570;1500479401;0.000;890.388;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201020152525;20210731081808;299492
5638572;1500717834;0.000;845.947;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604152911;20210731081808;299493
5638619;1500487993;0.000;11.662;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201006144810;20210731081808;299494
5638632;1500591405;0.000;1935.274;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604153335;20210731081808;299495
5638636;1500324155;0.000;415.514;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201006145032;20210731081808;299496
5638637;1500669058;0.000;193.313;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604153336;20210731081808;299497
5638639;1500466038;0.000;2352.051;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201006145027;20210731081808;299498
5638640;1500657242;0.000;2015.117;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201005145935;20210731081808;299499
5638657;1500674643;0.000;320.879;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201005145900;20210731081808;299501
5638667;1500561072;0.000;205.757;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201006120127;20210731081808;299502
5638669;1500712258;0.000;301.774;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604153503;20210731081808;299503
5638671;1500577816;0.000;227.714;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20170105140651;20210731081808;299504
5638697;1500374252;0.000;2652.536;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201013101334;20210731081808;299505
5638698;1500383091;0.000;2223.823;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604153512;20210731081808;299506
5638763;1500714140;0.000;585.386;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201103175227;20210731081808;299507
5638771;1500499541;0.000;1036.969;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130604153916;20210731081808;299508
5638778;1500731450;0.000;923.697;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201020133150;20210731081808;299509
5638782;1500564967;0.000;317.938;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161228150338;20210731081808;299510
5638785;1500711733;0.000;247.752;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201103175240;20210731081808;299511
5638786;1500446385;0.000;476.429;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201013173711;20210731081808;299512
5638787;1500606118;0.000;132.120;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201013131213;20210731081808;299513
5638789;1500663198;0.000;384.873;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201013140441;20210731081808;299514
5638793;1500608233;0.000;110.743;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161228145207;20210731081808;299515
5638795;1500431023;0.000;457.619;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161228151235;20210731081808;299516
5638796;1500651785;0.000;543.899;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201013173057;20210731081808;299517
5638797;1500697963;0.000;1892.354;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201020180536;20210731081808;299518
5638856;1500371977;0.000;316.052;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201026103021;20210731081808;299519
5638877;1500746716;0.000;1116.483;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201013170121;20210731081808;299520
5638879;1500371977;0.000;316.052;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201026103021;20210731081808;299521
5638929;1500398524;0.000;132.301;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20200918111244;20210731081808;299522
5644445;5644438;0.000;499.303;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130607154346;20210731081808;299523
5666581;5666570;0.000;579.645;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130618152202;20210731081808;299524
5666658;5666648;1074.386;0.000;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130621091245;20210731081808;299525
5662158;5662152;0.000;654.276;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130617133939;20210731081808;299526
5662176;5662168;0.000;19.987;Great River Road;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130617133950;20210731081808;299527
5684399;5684389;1090.516;0.000;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130703151555;20210731081808;299528
5684506;5684482;0.000;531.159;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130626134219;20210731081808;299529
5691753;5691750;0.000;137.404;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130702131151;20210731081808;299530
5691754;5691750;0.000;137.404;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130702131151;20210731081808;299531
5692324;5692319;0.000;344.934;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130702134517;20210731081808;299532
5702568;5702566;0.000;539.742;Great River Road;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130705095252;20210731081808;299533
5707186;5707174;0.000;266.655;Great River Road;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130709113459;20210731081808;299534
5708851;5708844;0.000;73.240;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130709141457;20210731081808;299535
5708836;5708829;0.000;366.194;Great River Road;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130709141448;20210731081808;299536
5726750;5726743;0.000;8.268;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130722101518;20210731081808;299537
5766415;5766235;0.000;3799.421;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20171010162127;20210731081808;299538
5766488;5766225;0.000;9510.486;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20141203145219;20210731081808;299539
5766499;6071732;4774.753;0.000;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20170419144120;20210731081808;299540
41825;1508143784;0.000;1083.009;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110428083443;20210731081808;299541
